customer_id,age,tenure_months,region,subscription_tier,num_purchases_quarter,avg_monthly_spend_gbp,returns_per_purchase,last_login_days_ago,avg_review_polarity,support_tickets_quarter,churned
100412,35,71,South,free,5,31.06,0.187,23.0,,2,0
100413,26,3,North,free,10,111.26,0.264,10.0,0.01,1,0
100414,19,24,London,premium,8,46.19,0.089,3.0,0.8,2,0
100415,60,67,Scotland,basic,6,90.36,0.24,26.0,,1,0
100416,79,11,London,free,7,63.11,0.209,2.0,-0.023,2,0
100417,25,5,North,premium,7,58.09,0.28,12.0,,1,0
100418,36,54,London,free,3,5.1,0.257,29.0,,1,0
100419,49,5,Scotland,premium,8,36.68,0.171,30.0,0.187,0,0
100420,76,65,London,free,8,27.19,0.056,55.0,-0.442,1,0
100421,61,32,London,free,5,80.31,0.048,27.0,0.685,1,0
100422,66,63,London,free,7,46.43,0.077,18.0,,4,1
100423,54,17,Ireland,premium,6,16.94,0.052,2.0,0.47,2,0
100424,44,10,London,free,5,81.1,0.229,39.0,0.488,1,0
100425,30,70,Wales,premium,5,48.62,0.066,69.0,0.513,3,1
100426,72,55,London,free,6,52.38,0.082,3.0,,2,0
100427,68,66,London,premium,5,75.35,0.227,0.0,,2,0
100428,19,23,London,free,10,65.17,0.083,30.0,0.21,2,0
100429,63,29,London,basic,9,223.47,0.096,28.0,0.029,0,0
100430,23,42,South,basic,6,103.29,0.006,19.0,0.081,0,0
100431,64,32,South,free,3,57.35,0.227,13.0,-0.095,1,0
100432,70,17,Ireland,free,4,68.79,0.311,3.0,-0.198,1,0
100433,26,27,London,free,3,46.93,0.064,12.0,,1,0
100434,45,44,South,premium,7,38.85,0.207,21.0,,1,0
100435,25,2,London,free,7,101.29,0.028,40.0,0.044,1,0
100436,53,24,Wales,basic,5,169.15,0.089,20.0,-0.165,1,0
100437,76,21,London,free,8,48.63,0.053,48.0,-0.173,1,1
100438,23,5,North,free,5,79.98,0.133,3.0,-0.099,1,0
100439,43,8,North,basic,2,28.92,0.09,,-0.478,2,0
100440,79,36,London,free,11,85.92,0.115,21.0,0.087,2,0
100441,36,7,London,basic,8,28.56,0.193,56.0,0.027,2,0
100442,26,25,Scotland,basic,4,63.04,0.076,59.0,,3,0
100443,48,40,London,basic,8,74.59,0.071,13.0,0.222,2,0
100444,50,63,Ireland,premium,2,137.65,0.014,31.0,,0,0
100445,59,7,North,basic,5,12.94,0.025,148.0,,2,0
100446,37,31,South,premium,8,168.05,0.003,25.0,0.595,1,0
100447,78,7,South,free,6,127.89,0.109,,-0.017,2,0
100448,50,31,Scotland,free,6,79.22,0.024,39.0,0.625,3,0
100449,36,35,South,premium,3,44.07,0.137,67.0,0.073,2,0
100450,78,58,Scotland,basic,9,115.47,0.154,50.0,0.41,2,0
100451,76,32,Wales,free,4,205.03,0.087,99.0,0.363,4,0
100452,49,68,South,basic,5,45.38,0.093,18.0,-0.247,2,0
100453,19,10,Wales,free,6,151.63,0.018,6.0,,1,0
100454,55,3,Scotland,free,4,109.39,0.089,,0.245,2,1
100455,52,0,Wales,free,6,131.35,0.028,89.0,,3,0
100456,27,26,London,free,2,94.81,0.096,22.0,0.157,1,1
100457,57,14,South,premium,7,55.58,0.317,24.0,0.156,1,0
100458,70,6,North,basic,4,23.99,0.076,30.0,-0.223,3,0
100459,24,17,South,basic,9,39.13,0.072,47.0,,1,0
100460,63,71,London,basic,9,88.66,0.108,25.0,-0.259,1,0
100461,26,58,Scotland,premium,6,47.78,0.072,26.0,0.128,3,0
100462,65,1,Scotland,free,7,14.45,0.245,80.0,0.225,1,1
100463,44,66,London,free,3,36.26,0.367,30.0,0.681,3,0
100464,18,14,Scotland,free,8,25.23,0.064,168.0,-0.511,2,1
100465,78,29,South,free,3,65.7,0.188,40.0,,1,0
100466,28,23,Scotland,free,4,100.43,0.169,10.0,0.596,1,0
100467,55,29,London,premium,5,64.02,0.15,45.0,0.128,4,1
100468,29,55,South,basic,8,19.43,0.063,15.0,0.364,0,0
100469,76,52,Wales,premium,7,42.04,0.107,13.0,,2,0
100470,64,43,South,basic,12,26.44,0.224,11.0,,0,0
100471,68,45,London,free,10,49.89,0.107,68.0,0.613,0,0
100472,45,53,London,free,6,93.91,0.253,40.0,0.183,2,0
100473,47,13,North,basic,6,59.03,0.341,15.0,0.327,2,0
100474,57,28,London,premium,4,56.45,0.181,75.0,,2,0
100475,67,7,South,basic,5,166.66,0.091,27.0,0.192,1,1
100476,71,51,Scotland,premium,5,29.54,0.231,44.0,-0.285,0,0
100477,19,31,London,basic,4,120.97,0.349,,0.752,2,0
100478,59,46,South,premium,2,44.88,0.27,45.0,0.3,0,0
100479,24,41,London,free,12,320.09,0.065,30.0,0.378,3,0
100480,36,19,London,free,3,67.24,0.081,14.0,,2,0
100481,70,10,London,free,6,15.66,0.055,5.0,0.457,1,0
100482,33,71,Scotland,premium,3,42.41,0.152,10.0,0.198,2,0
100483,68,21,London,free,9,22.67,0.057,49.0,0.504,2,0
100484,47,7,London,free,3,245.65,0.149,14.0,0.415,1,0
100485,32,22,North,basic,7,33.47,0.015,22.0,0.709,3,0
100486,39,65,South,basic,5,132.23,0.065,12.0,0.086,1,0
100487,51,19,North,free,5,107.29,0.305,72.0,0.465,0,0
100488,66,72,North,free,5,24.35,0.115,,,2,0
100489,56,33,London,basic,5,18.96,0.039,11.0,,1,0
100490,76,62,London,basic,9,109.76,0.188,25.0,0.284,0,0
100491,72,47,North,free,9,43.25,0.075,10.0,-0.225,3,0
100492,65,3,North,free,5,55.34,0.01,30.0,0.256,1,0
100493,55,37,Scotland,free,4,61.49,0.133,9.0,,1,0
100494,36,30,South,basic,6,7.09,0.103,35.0,,3,0
100495,43,14,London,basic,6,52.01,0.012,15.0,-0.227,3,0
100496,25,40,London,free,4,121.96,0.09,31.0,0.76,2,0
100497,41,7,Scotland,free,4,15.95,0.082,,,1,0
100498,76,50,North,premium,8,96.77,0.044,29.0,,2,0
100499,44,59,South,basic,5,46.91,0.091,46.0,,0,0
100500,25,6,South,free,8,24.63,0.035,32.0,0.151,1,0
100501,59,34,Wales,premium,5,69.58,0.056,18.0,-0.194,1,0
100502,78,47,North,free,4,53.94,0.394,7.0,,2,0
100503,72,4,South,premium,7,141.75,0.018,16.0,,3,0
100504,35,28,Ireland,premium,6,36.94,0.168,13.0,0.219,3,0
100505,46,18,London,free,3,134.63,0.1,3.0,0.633,1,0
100506,51,2,South,free,6,53.21,0.026,2.0,,2,0
100507,33,58,London,free,7,73.91,0.009,12.0,0.817,2,0
100508,34,32,London,premium,5,42.68,0.028,14.0,0.16,1,0
100509,32,54,Wales,free,3,27.86,0.008,57.0,0.126,1,0
100510,80,42,North,basic,7,105.75,0.228,53.0,,0,0
100511,64,63,South,free,6,52.86,0.13,36.0,-0.027,2,0
100512,70,72,London,premium,6,43.36,0.18,1.0,0.22,1,0
100513,69,43,London,free,9,109.57,0.17,1.0,0.093,1,0
100514,78,25,North,free,7,155.82,0.159,40.0,0.649,0,0
100515,24,30,South,free,7,37.64,0.003,3.0,0.138,1,0
100516,73,60,London,basic,3,172.39,0.379,5.0,,2,1
100517,22,31,North,free,4,31.59,0.083,41.0,-0.246,2,0
100518,47,37,London,basic,6,63.34,0.02,48.0,0.827,5,0
100519,55,14,Ireland,free,4,99.8,0.17,,0.304,0,0
100520,40,72,Scotland,free,7,4.91,0.034,71.0,-0.148,0,0
100521,27,47,Scotland,free,5,27.55,0.182,22.0,0.784,0,0
100522,30,24,London,premium,1,40.42,0.032,58.0,,1,1
100523,69,42,London,basic,5,65.78,0.106,62.0,,0,0
100524,38,29,London,premium,7,54.59,0.045,5.0,,2,0
100525,37,11,London,basic,5,9.68,0.004,125.0,0.082,1,0
100526,76,63,North,free,7,41.41,0.218,17.0,0.049,3,0
100527,27,64,London,free,10,18.19,0.045,,,2,1
100528,75,60,Scotland,free,3,35.28,0.122,21.0,,0,0
100529,76,26,South,premium,3,42.65,0.221,14.0,0.027,0,0
100530,55,18,Wales,basic,5,63.0,0.344,11.0,0.153,3,1
100531,28,3,Scotland,basic,4,39.59,0.357,1.0,-0.088,1,1
100532,27,53,North,premium,3,55.39,0.048,10.0,,0,0
100533,35,23,London,free,4,37.06,0.132,63.0,1.0,1,0
100534,54,65,Wales,free,5,68.35,0.405,45.0,-0.338,3,0
100535,27,63,Wales,free,7,21.72,0.101,102.0,,0,0
100536,46,9,Wales,basic,7,51.6,0.059,8.0,-0.246,0,0
100537,25,66,South,free,5,24.31,0.392,46.0,-0.294,0,1
100538,52,10,South,free,14,40.84,0.068,,,1,0
100539,19,35,London,basic,6,62.54,0.076,9.0,0.55,0,0
100540,62,34,London,free,7,28.82,0.037,19.0,,3,1
100541,21,69,North,free,8,49.38,0.09,5.0,0.37,3,0
100542,30,47,Ireland,premium,8,42.1,0.107,,0.186,0,0
100543,29,63,North,basic,6,227.55,0.306,3.0,0.024,2,0
100544,70,43,South,free,6,69.01,0.127,35.0,,0,0
100545,21,60,London,free,3,76.47,0.089,34.0,-0.333,1,0
100546,45,62,South,basic,6,29.19,0.211,59.0,0.967,4,0
100547,55,62,South,free,4,9.3,0.175,7.0,0.083,2,0
100548,50,30,London,premium,13,35.14,0.137,30.0,,0,0
100549,60,27,South,free,4,17.22,0.177,,-0.146,2,1
100550,68,71,London,free,5,62.65,0.5,20.0,0.141,0,0
100551,42,55,Scotland,basic,7,64.96,0.134,17.0,0.292,0,0
100552,70,66,Wales,basic,6,61.93,0.258,33.0,0.194,1,0
100553,38,42,Wales,free,6,50.86,0.417,6.0,,1,0
100554,80,67,Wales,basic,7,28.75,0.157,,,0,0
100555,49,52,North,premium,9,32.09,0.205,29.0,0.182,4,1
100556,64,54,London,free,5,71.5,0.222,,,0,1
100557,73,12,South,free,11,215.61,0.17,108.0,0.007,3,0
100558,67,41,London,free,6,63.49,0.154,3.0,0.55,2,0
100559,71,53,North,premium,6,69.2,0.031,6.0,0.021,1,0
100560,51,55,London,basic,3,202.61,0.153,14.0,0.132,1,0
100561,20,69,London,premium,5,52.96,0.123,41.0,0.511,4,0
100562,49,23,London,premium,9,27.79,0.048,75.0,-0.705,0,0
100563,29,22,North,basic,12,69.83,0.22,4.0,0.394,1,0
100564,74,70,South,basic,4,171.06,0.108,,,0,0
100565,32,71,South,basic,10,100.77,0.259,66.0,,1,0
100566,32,13,Scotland,premium,9,62.58,0.109,151.0,0.239,0,0
100567,33,27,Wales,basic,5,14.15,0.016,6.0,,2,0
100568,58,69,South,free,8,18.47,0.032,,0.205,1,0
100569,53,14,Wales,free,7,68.9,0.13,5.0,,0,0
100570,77,57,Scotland,premium,1,42.64,0.063,2.0,-0.224,0,0
100571,44,8,Scotland,premium,5,51.04,0.208,11.0,,1,0
100572,35,13,London,free,6,107.94,0.071,11.0,0.226,1,0
100573,21,57,Scotland,free,13,22.63,0.272,1.0,0.352,0,0
100574,18,44,South,basic,9,35.25,0.013,,0.547,1,0
100575,41,40,London,free,9,126.51,0.09,42.0,0.293,1,0
100576,76,62,London,free,10,22.71,0.143,7.0,-0.079,1,0
100577,50,22,London,free,6,123.08,0.023,5.0,0.183,0,0
100578,74,36,North,free,3,69.89,0.211,37.0,-0.033,1,0
100579,24,44,South,premium,11,49.99,0.152,8.0,,3,0
100580,23,54,Wales,basic,6,60.5,0.142,38.0,,0,0
100581,70,24,North,free,5,70.67,0.082,22.0,-0.346,3,0
100582,24,46,Scotland,basic,1,86.47,0.038,19.0,-0.204,1,0
100583,21,32,London,free,6,13.12,0.153,47.0,-0.39,1,0
100584,43,39,North,free,6,132.5,0.079,20.0,,0,0
100585,76,62,Scotland,free,10,64.81,0.041,14.0,-0.322,0,0
100586,61,28,South,free,4,122.27,0.089,6.0,,3,0
100587,24,48,London,free,8,74.67,0.29,30.0,-0.062,0,0
100588,70,68,North,free,12,251.72,0.109,13.0,0.329,0,0
100589,71,55,Scotland,free,10,33.14,0.061,40.0,0.235,1,0
100590,68,72,South,free,9,169.33,0.118,13.0,0.222,0,0
100591,74,42,London,premium,8,29.86,0.125,21.0,,0,1
100592,33,20,London,basic,8,79.96,0.216,54.0,0.207,2,0
100593,79,72,London,premium,6,114.81,0.03,32.0,,2,0
100594,38,47,London,premium,8,55.31,0.14,9.0,,1,0
100595,68,17,London,basic,10,13.96,0.024,25.0,,2,0
100596,54,23,London,free,6,59.97,0.085,38.0,-0.097,3,0
100597,67,19,Scotland,basic,6,39.26,0.061,8.0,-0.617,1,1
100598,57,60,South,basic,6,102.71,0.085,2.0,0.31,3,0
100599,58,6,London,free,7,29.3,0.063,22.0,,1,0
100600,56,54,South,free,4,37.27,0.1,34.0,,0,0
100601,67,40,Scotland,basic,3,34.08,0.281,40.0,,2,0
100602,64,5,London,premium,4,43.87,0.246,4.0,0.421,1,0
100603,26,44,London,free,4,57.96,0.1,4.0,0.097,1,1
100604,70,54,London,basic,2,81.47,0.056,13.0,0.753,1,0
100605,51,52,London,basic,6,77.13,0.258,2.0,-0.405,2,0
100606,38,38,London,basic,13,22.31,0.176,45.0,0.552,1,0
100607,50,24,South,basic,7,29.78,0.156,40.0,0.488,1,0
100608,78,11,Scotland,premium,6,36.21,0.128,21.0,0.108,1,0
100609,72,0,South,basic,5,42.74,0.073,8.0,0.548,1,0
100610,70,26,Scotland,free,10,29.77,0.078,30.0,-0.195,0,0
100611,47,46,South,free,3,32.3,0.188,69.0,0.303,1,1
100612,67,2,North,basic,9,135.37,0.248,2.0,-0.088,1,0
100613,42,72,North,free,6,67.74,0.252,20.0,0.118,2,0
100614,61,42,Scotland,free,2,25.19,0.209,15.0,0.41,1,0
100615,58,21,London,basic,4,72.23,0.114,19.0,0.045,1,0
100616,33,70,Ireland,free,6,40.92,0.008,43.0,,2,0
100617,34,13,Ireland,basic,4,198.95,0.019,8.0,,0,0
100618,21,69,Wales,free,7,35.11,0.105,40.0,0.05,0,0
100619,26,20,London,free,5,38.62,0.057,12.0,0.124,1,0
100620,45,27,North,free,9,44.37,0.208,9.0,0.335,1,0
100621,48,31,South,basic,8,25.19,0.047,8.0,0.196,1,0
100622,28,72,Ireland,basic,4,75.51,0.215,15.0,0.415,2,0
100623,44,18,London,basic,6,56.4,0.144,66.0,0.157,1,0
100624,56,71,North,premium,4,69.26,0.005,0.0,,2,0
100625,32,25,North,basic,10,55.69,0.271,0.0,0.102,0,0
100626,39,20,London,free,5,62.1,0.061,42.0,0.422,3,0
100627,41,46,South,free,7,169.96,0.075,7.0,0.833,1,0
100628,49,50,North,free,4,80.22,0.095,82.0,-0.64,0,0
100629,41,25,London,free,6,15.54,0.026,47.0,0.068,3,0
100630,64,9,Scotland,free,5,67.94,0.072,4.0,0.4,0,0
100631,38,28,North,free,9,123.53,0.039,,0.024,2,0
100632,45,39,Ireland,basic,5,10.79,0.251,42.0,,0,0
100633,41,2,North,free,7,24.19,0.117,60.0,,0,0
100634,29,5,Scotland,premium,3,83.15,0.131,26.0,0.208,0,0
100635,61,67,London,basic,2,107.73,0.144,25.0,0.313,0,0
100636,32,2,South,free,8,61.62,0.135,31.0,,1,0
100637,36,29,Scotland,basic,5,74.14,0.049,99.0,,1,1
100638,67,55,London,free,10,142.48,0.232,105.0,0.39,1,0
100639,77,23,London,premium,12,38.1,0.199,30.0,,0,0
100640,60,36,London,free,4,28.24,0.1,42.0,,0,0
100641,75,6,South,basic,9,45.77,0.071,53.0,0.693,2,0
100642,71,57,London,free,3,61.72,0.133,0.0,,1,0
100643,48,46,London,free,11,68.06,0.15,29.0,0.205,1,0
100644,66,62,London,free,3,93.74,0.228,19.0,0.249,3,0
100645,38,63,North,free,2,175.19,0.242,40.0,0.405,1,0
100646,47,25,Scotland,basic,6,62.14,0.028,2.0,0.151,0,0
100647,51,3,Wales,basic,9,22.73,0.072,1.0,,1,0
100648,78,25,London,free,6,31.81,0.027,74.0,0.129,0,0
100649,71,10,London,free,3,60.12,0.111,36.0,-0.325,1,0
100650,48,38,London,free,9,151.08,0.4,32.0,,0,1
100651,59,10,London,premium,8,86.31,0.041,52.0,0.413,2,0
100652,30,67,South,free,11,29.29,0.151,7.0,0.159,1,0
100653,68,43,London,free,4,34.62,0.166,63.0,0.17,2,0
100654,52,18,North,premium,9,44.48,0.035,3.0,0.496,3,0
100655,51,67,Scotland,premium,5,57.51,0.029,8.0,0.088,1,0
100656,66,56,London,basic,11,45.12,0.127,1.0,0.463,4,0
100657,57,31,London,basic,7,29.6,0.285,4.0,-0.177,2,0
100658,22,10,Scotland,free,3,32.24,0.134,36.0,0.82,0,0
100659,36,25,London,basic,8,51.85,0.108,49.0,0.96,1,0
100660,29,42,South,free,4,63.22,0.124,12.0,0.506,1,0
100661,64,55,London,basic,5,27.64,0.026,41.0,0.589,0,0
100662,20,19,London,free,10,68.37,0.269,40.0,0.159,1,1
100663,30,54,South,free,8,194.55,0.087,7.0,0.542,1,0
100664,55,20,Wales,basic,7,63.1,0.167,36.0,0.03,1,0
100665,61,18,London,free,2,66.1,0.248,9.0,0.617,0,0
100666,49,32,North,premium,6,20.9,0.056,,-0.37,1,0
100667,72,11,London,basic,4,91.46,0.059,18.0,-0.203,0,0
100668,75,29,London,free,7,36.4,0.038,0.0,,1,0
100669,26,26,North,basic,5,115.52,0.353,6.0,,2,0
100670,78,20,South,free,10,192.69,0.164,29.0,,3,0
100671,56,56,North,free,8,33.99,0.029,27.0,-0.484,0,0
100672,58,24,London,free,6,34.73,0.265,7.0,,1,0
100673,23,50,South,premium,6,79.29,0.013,13.0,-0.181,1,0
100674,57,52,Wales,free,6,22.44,0.182,26.0,,1,0
100675,63,48,Scotland,premium,5,58.53,0.107,13.0,-0.07,0,0
100676,54,19,Scotland,basic,9,44.59,0.21,42.0,-0.093,0,0
100677,23,60,South,premium,10,51.61,0.104,20.0,0.127,2,0
100678,50,17,London,basic,6,13.27,0.084,26.0,0.084,1,0
100679,76,20,North,free,3,77.84,0.261,9.0,-0.319,0,1
100680,63,63,London,free,2,305.02,0.249,64.0,,1,0
100681,26,24,London,basic,6,40.85,0.14,18.0,,1,0
100682,78,50,Wales,free,8,19.93,0.123,24.0,0.179,2,0
100683,78,3,South,free,8,95.56,0.199,,0.599,0,0
100684,28,44,Scotland,basic,4,29.73,0.032,80.0,-0.126,1,0
100685,68,63,London,free,4,55.78,0.08,7.0,0.465,1,0
100686,43,51,South,free,8,33.22,0.028,28.0,-0.1,1,0
100687,55,42,London,free,5,20.08,0.357,4.0,,0,0
100688,46,61,Scotland,basic,2,67.86,0.025,2.0,-0.292,2,1
100689,67,21,South,basic,10,33.69,0.08,67.0,0.262,1,0
100690,80,27,London,basic,3,17.83,0.37,12.0,-0.393,0,0
100691,68,5,South,free,9,66.99,0.119,33.0,-0.015,1,0
100692,76,50,South,free,4,407.72,0.44,28.0,-0.133,3,0
100693,77,52,Scotland,free,4,111.28,0.049,38.0,0.269,2,0
100694,23,54,North,free,5,53.14,0.093,15.0,0.179,1,0
100695,33,54,Scotland,free,5,456.31,0.313,138.0,0.224,2,1
100696,63,9,North,free,7,15.95,0.073,24.0,0.325,3,0
100697,55,48,London,free,6,81.67,0.054,2.0,0.083,1,0
100698,21,55,Scotland,free,5,196.89,0.068,7.0,0.704,1,0
100699,23,14,Ireland,basic,6,26.77,0.115,28.0,,1,0
100700,50,34,North,free,3,67.43,0.162,27.0,0.062,0,0
100701,56,66,London,basic,9,35.12,0.021,5.0,,3,0
100702,28,30,London,free,5,43.05,0.031,27.0,0.338,2,0
100703,28,54,Ireland,free,11,72.76,0.293,37.0,0.261,1,0
100704,26,38,London,free,5,15.87,0.115,4.0,0.119,1,0
100705,53,48,Wales,free,11,26.99,0.178,17.0,0.176,1,0
100706,18,45,London,free,7,56.08,0.013,22.0,0.2,1,0
100707,54,47,Scotland,basic,4,15.99,0.483,69.0,0.273,1,1
100708,47,56,London,basic,6,42.19,0.024,5.0,0.156,1,0
100709,47,66,Ireland,free,6,18.82,0.18,82.0,0.144,2,0
100710,60,21,Wales,basic,12,19.59,0.048,,,1,0
100711,50,67,North,free,2,104.07,0.21,8.0,,0,0
100712,63,45,London,free,6,58.52,0.295,13.0,0.431,1,0
100713,66,43,London,free,9,46.87,0.135,9.0,,2,0
100714,75,23,North,free,10,40.11,0.458,22.0,0.507,7,1
100715,68,30,North,free,6,68.04,0.174,20.0,0.184,0,0
100716,50,47,Ireland,free,8,39.07,0.085,9.0,0.138,1,0
100717,49,26,South,free,6,32.22,0.083,13.0,0.474,2,0
100718,32,20,London,basic,7,113.56,0.143,12.0,0.53,1,0
100719,55,59,Scotland,free,8,35.47,0.235,39.0,,2,1
100720,26,30,London,basic,7,139.59,0.274,43.0,0.545,0,0
100721,76,47,South,free,4,37.03,0.081,6.0,0.21,1,0
100722,71,2,London,free,7,92.32,0.089,37.0,,1,0
100723,25,5,London,free,6,65.34,0.206,13.0,-0.091,1,1
100724,67,61,South,free,5,80.9,0.064,0.0,0.426,0,0
100725,25,10,North,premium,6,66.88,0.102,15.0,0.167,1,0
100726,63,58,London,premium,5,89.97,0.141,63.0,-0.427,2,1
100727,23,65,London,basic,8,151.16,0.21,5.0,0.645,1,0
100728,48,35,Wales,basic,5,29.48,0.47,0.0,,0,0
100729,59,64,London,free,5,154.81,0.088,21.0,0.398,0,0
100730,63,31,South,basic,5,44.33,0.365,9.0,,4,0
100731,44,69,North,basic,8,15.36,0.021,55.0,,0,0
100732,76,17,Wales,premium,3,88.12,0.049,31.0,,0,0
100733,66,31,London,premium,6,97.58,0.083,12.0,-0.316,0,0
100734,31,28,London,basic,4,77.61,0.006,12.0,0.107,1,0
100735,60,57,London,basic,9,43.06,0.088,19.0,0.116,1,0
100736,64,3,South,basic,5,28.3,0.111,64.0,0.18,1,0
100737,39,60,London,basic,7,37.69,0.063,40.0,,1,0
100738,64,1,Scotland,premium,7,61.33,0.212,14.0,0.183,4,0
100739,74,23,London,premium,11,45.04,0.014,31.0,-0.596,3,0
100740,69,43,South,premium,4,26.28,0.205,,0.3,0,0
100741,66,10,Wales,free,3,45.53,0.066,19.0,-0.593,1,0
100742,57,35,Ireland,premium,4,30.5,0.354,12.0,0.546,1,0
100743,35,72,North,free,4,34.12,0.279,11.0,0.3,0,0
100744,68,60,Ireland,basic,2,90.88,0.136,3.0,0.313,1,0
100745,40,2,London,free,3,23.76,0.104,39.0,0.166,0,0
100746,51,43,London,basic,11,68.73,0.363,6.0,,0,1
100747,37,43,North,basic,6,37.39,0.11,77.0,0.536,0,0
100748,37,4,South,free,5,65.96,0.156,4.0,,2,0
100749,27,47,South,free,3,28.56,0.165,18.0,-0.489,1,0
100750,78,38,South,free,7,46.76,0.106,7.0,0.473,1,0
100751,27,49,Ireland,basic,7,29.89,0.027,9.0,,3,0
100752,23,21,London,basic,5,66.89,0.016,4.0,,2,0
100753,76,18,London,free,5,15.17,0.358,71.0,,0,0
100754,52,53,London,free,2,50.96,0.07,,,3,0
100755,45,52,South,free,2,21.59,0.11,165.0,0.373,1,0
100756,64,11,North,free,7,34.37,0.344,236.0,0.56,2,1
100757,42,15,North,basic,6,42.91,0.271,61.0,,1,0
100758,26,42,London,premium,5,89.48,0.154,,-0.118,1,0
100759,63,60,London,free,11,16.62,0.092,20.0,,0,0
100760,29,14,North,free,6,14.61,0.22,6.0,,1,1
100761,52,15,South,free,5,118.7,0.086,,0.59,2,0
100762,77,58,London,premium,5,42.51,0.104,8.0,-0.018,1,0
100763,76,50,South,premium,6,15.97,0.167,11.0,,0,0
100764,40,65,Scotland,free,7,40.3,0.022,73.0,,1,0
100765,67,57,Ireland,premium,6,38.72,0.21,61.0,,2,0
100766,56,69,South,free,8,36.08,0.198,13.0,,1,0
100767,48,13,South,free,2,63.33,0.107,13.0,0.314,0,0
100768,26,19,Scotland,free,3,16.47,0.115,21.0,-0.117,4,1
100769,41,17,Scotland,free,8,55.54,0.125,102.0,0.425,0,0
100770,59,4,Ireland,basic,8,38.8,0.219,0.0,,2,0
100771,80,56,North,premium,9,51.45,0.107,24.0,,1,0
100772,18,48,North,basic,9,100.27,0.371,143.0,,0,0
100773,63,6,London,free,3,108.7,0.059,67.0,,3,0
100774,71,14,London,free,3,162.74,0.31,13.0,0.009,0,1
100775,77,13,Ireland,free,7,14.09,0.21,44.0,0.236,1,0
100776,44,29,North,free,3,68.81,0.339,,,1,0
100777,25,33,South,free,4,91.9,0.069,19.0,-0.055,1,0
100778,35,21,London,free,7,35.45,0.108,12.0,-0.299,0,0
100779,71,67,North,basic,7,52.39,0.013,18.0,0.269,0,0
100780,73,15,North,free,5,135.44,0.015,2.0,,0,0
100781,58,41,London,premium,7,46.16,0.071,54.0,0.312,1,0
100782,25,31,South,basic,4,132.22,0.069,86.0,0.17,0,0
100783,25,28,London,premium,8,51.36,0.29,68.0,,0,0
100784,48,60,London,basic,4,73.35,0.19,13.0,0.482,0,0
100785,55,71,South,premium,7,101.8,0.083,,0.139,2,0
100786,20,0,Scotland,basic,11,24.81,0.332,10.0,-0.046,4,0
100787,61,33,South,free,4,71.91,0.253,25.0,,2,0
100788,52,8,London,free,6,38.05,0.121,22.0,,0,0
100789,18,31,South,free,7,124.85,0.359,34.0,,0,0
100790,24,45,Scotland,premium,5,43.08,0.122,44.0,0.016,1,0
100791,46,30,North,free,4,42.68,0.205,61.0,1.0,2,0
100792,63,22,South,free,2,29.83,0.477,,,1,1
100793,70,22,London,free,4,52.01,0.212,10.0,0.048,1,0
100794,45,21,Scotland,free,6,79.17,0.134,6.0,,1,1
100795,36,23,South,free,6,56.85,0.054,98.0,0.41,0,0
100796,79,27,Ireland,premium,6,255.26,0.284,14.0,,1,0
100797,46,50,London,free,6,39.73,0.395,49.0,,1,0
100798,37,7,London,basic,7,29.58,0.23,10.0,,1,0
100799,45,2,South,free,7,49.75,0.094,30.0,,1,0
100800,18,37,Wales,premium,2,69.31,0.042,1.0,0.556,1,0
100801,37,49,North,basic,7,22.35,0.129,12.0,0.136,2,0
100802,50,18,London,premium,4,136.53,0.006,33.0,,1,0
100803,75,14,South,basic,12,45.62,0.121,8.0,0.735,3,0
100804,64,45,South,free,5,178.97,0.067,39.0,,1,0
100805,67,28,North,free,5,138.89,0.15,60.0,-0.185,2,0
100806,52,53,South,basic,3,86.72,0.098,10.0,0.818,0,0
100807,24,10,London,free,5,53.77,0.032,65.0,,0,0
100808,42,8,London,free,6,26.89,0.07,3.0,,0,0
100809,80,40,London,free,6,35.11,0.081,38.0,-0.36,1,0
100810,20,28,London,free,3,25.71,0.146,74.0,0.654,0,0
100811,73,53,North,free,6,24.95,0.117,28.0,-0.343,1,0
100812,61,36,London,free,8,66.76,0.125,27.0,,1,0
100813,35,25,Scotland,basic,10,68.59,0.075,37.0,,1,0
100814,67,11,South,premium,7,18.37,0.278,39.0,-0.279,0,0
100815,70,11,South,free,5,38.8,0.103,42.0,0.684,2,0
100816,20,55,London,free,6,30.97,0.094,96.0,-0.522,1,0
100817,24,16,Wales,free,7,151.41,0.115,19.0,0.331,2,0
100818,59,36,North,free,2,12.58,0.19,62.0,-0.084,2,0
100819,80,59,London,basic,2,209.1,0.12,56.0,,0,0
100820,19,65,South,free,4,81.96,0.192,54.0,,0,0
100821,59,19,Scotland,free,5,9.09,0.033,15.0,0.236,1,0
100822,26,8,Wales,basic,2,34.85,0.464,7.0,,1,1
100823,58,56,Ireland,basic,10,74.63,0.119,34.0,,1,1
100824,57,50,Scotland,free,3,33.9,0.072,53.0,0.663,2,0
100825,23,24,London,basic,7,45.1,0.133,16.0,,0,0
100826,60,43,Wales,free,5,268.52,0.213,4.0,0.671,1,0
100827,74,13,Scotland,free,5,40.61,0.299,38.0,0.786,0,0
100828,72,51,North,basic,8,25.6,0.1,55.0,0.223,1,0
100829,19,53,South,free,6,103.66,0.036,22.0,,1,0
100830,33,21,London,free,8,20.45,0.064,72.0,,0,0
